Id,y
30801,9
30802,5
30803,4
30804,7
30805,1
30806,5
30807,7
30808,4
30809,4
30810,7
30811,9
30812,4
30813,2
30814,5
30815,6
30816,6
30817,4
30818,8
30819,3
30820,1
30821,9
30822,9
30823,3
30824,1
30825,1
30826,4
30827,3
30828,2
30829,1
30830,4
30831,0
30832,5
30833,6
30834,7
30835,9
30836,5
30837,3
30838,7
30839,8
30840,0
30841,8
30842,6
30843,0
30844,5
30845,5
30846,7
30847,5
30848,0
30849,5
30850,3
30851,7
30852,9
30853,6
30854,6
30855,0
30856,0
30857,0
30858,3
30859,5
30860,5
30861,5
30862,1
30863,0
30864,7
30865,7
30866,9
30867,1
30868,3
30869,6
30870,5
30871,8
30872,8
30873,8
30874,5
30875,1
30876,8
30877,8
30878,1
30879,4
30880,6
30881,0
30882,4
30883,1
30884,9
30885,9
30886,2
30887,3
30888,6
30889,8
30890,8
30891,3
30892,0
30893,8
30894,1
30895,2
30896,7
30897,5
30898,4
30899,8
30900,1
30901,3
30902,6
30903,8
30904,6
30905,2
30906,3
30907,7
30908,2
30909,4
30910,6
30911,2
30912,3
30913,8
30914,6
30915,5
30916,6
30917,6
30918,2
30919,3
30920,3
30921,0
30922,7
30923,1
30924,1
30925,1
30926,2
30927,3
30928,6
30929,0
30930,6
30931,5
30932,5
30933,3
30934,2
30935,1
30936,0
30937,6
30938,1
30939,0
30940,3
30941,3
30942,1
30943,0
30944,6
30945,2
30946,3
30947,8
30948,8
30949,6
30950,1
30951,6
30952,1
30953,2
30954,8
30955,2
30956,6
30957,9
30958,2
30959,9
30960,5
30961,4
30962,3
30963,9
30964,8
30965,6
30966,3
30967,7
30968,0
30969,1
30970,0
30971,2
30972,7
30973,5
30974,6
30975,7
30976,5
30977,4
30978,8
30979,3
30980,4
30981,1
30982,3
30983,5
30984,5
30985,0
30986,4
30987,9
30988,4
30989,9
30990,3
30991,2
30992,2
30993,5
30994,6
30995,5
30996,5
30997,6
30998,2
30999,8
31000,4
31001,7
31002,1
31003,5
31004,9
31005,1
31006,8
31007,7
31008,7
31009,9
31010,9
31011,7
31012,5
31013,4
31014,5
31015,1
31016,0
31017,0
31018,3
31019,6
31020,7
31021,1
31022,8
31023,5
31024,2
31025,6
31026,5
31027,5
31028,1
31029,9
31030,5
31031,6
31032,8
31033,0
31034,9
31035,1
31036,1
31037,8
31038,2
31039,4
31040,7
31041,9
31042,8
31043,1
31044,1
31045,8
31046,2
31047,5
31048,2
31049,7
31050,6
31051,5
31052,1
31053,1
31054,5
31055,2
31056,3
31057,6
31058,2
31059,5
31060,3
31061,4
31062,6
31063,6
31064,6
31065,2
31066,4
31067,0
31068,5
31069,6
31070,7
31071,9
31072,3
31073,2
31074,6
31075,2
31076,9
31077,0
31078,4
31079,8
31080,5
31081,4
31082,7
31083,8
31084,9
31085,3
31086,4
31087,4
31088,4
31089,7
31090,9
31091,4
31092,2
31093,3
31094,0
31095,8
31096,0
31097,1
31098,8
31099,1
31100,0
31101,6
31102,9
31103,3
31104,1
31105,6
31106,8
31107,0
31108,9
31109,8
31110,9
31111,6
31112,9
31113,5
31114,6
31115,7
31116,3
31117,8
31118,3
31119,6
31120,1
31121,6
31122,3
31123,9
31124,1
31125,6
31126,2
31127,7
31128,0
31129,2
31130,4
31131,0
31132,2
31133,4
31134,1
31135,4
31136,7
31137,3
31138,8
31139,6
31140,7
31141,4
31142,8
31143,6
31144,1
31145,0
31146,6
31147,2
31148,3
31149,7
31150,8
31151,1
31152,3
31153,6
31154,6
31155,1
31156,6
31157,2
31158,3
31159,2
31160,4
31161,7
31162,0
31163,2
31164,8
31165,1
31166,1
31167,4
31168,8
31169,3
31170,0
31171,5
31172,7
31173,6
31174,5
31175,1
31176,4
31177,9
31178,2
31179,9
31180,0
31181,8
31182,3
31183,2
31184,0
31185,5
31186,0
31187,4
31188,1
31189,6
31190,3
31191,4
31192,5
31193,7
31194,7
31195,3
31196,7
31197,3
31198,1
31199,6
31200,3
31201,7
31202,0
31203,8
31204,1
31205,8
31206,6
31207,9
31208,1
31209,4
31210,5
31211,5
31212,3
31213,6
31214,9
31215,1
31216,1
31217,4
31218,7
31219,7
31220,2
31221,7
31222,7
31223,6
31224,1
31225,0
31226,9
31227,2
31228,3
31229,7
31230,7
31231,2
31232,6
31233,3
31234,9
31235,3
31236,8
31237,7
31238,9
31239,8
31240,7
31241,3
31242,5
31243,2
31244,6
31245,0
31246,3
31247,5
31248,1
31249,7
31250,3
31251,5
31252,6
31253,3
31254,7
31255,6
31256,5
31257,2
31258,6
31259,6
31260,5
31261,3
31262,0
31263,3
31264,7
31265,8
31266,7
31267,0
31268,3
31269,6
31270,3
31271,7
31272,3
31273,1
31274,5
31275,0
31276,4
31277,4
31278,2
31279,4
31280,5
31281,7
31282,9
31283,0
31284,7
31285,5
31286,8
31287,0
31288,0
31289,8
31290,7
31291,8
31292,1
31293,3
31294,8
31295,2
31296,0
31297,0
31298,8
31299,6
31300,5
31301,3
31302,1
31303,0
31304,1
31305,2
31306,7
31307,1
31308,0
31309,0
31310,6
31311,5
31312,9
31313,2
31314,5
31315,3
31316,3
31317,9
31318,0
31319,9
31320,2
31321,8
31322,5
31323,5
31324,9
31325,9
31326,8
31327,7
31328,1
31329,6
31330,8
31331,6
31332,8
31333,3
31334,5
31335,9
31336,6
31337,2
31338,0
31339,2
31340,2
31341,0
31342,0
31343,3
31344,6
31345,2
31346,2
31347,8
31348,6
31349,7
31350,1
31351,7
31352,5
31353,1
31354,8
31355,0
31356,7
31357,1
31358,6
31359,0
31360,7
31361,5
31362,3
31363,6
31364,5
31365,8
31366,4
31367,1
31368,8
31369,4
31370,5
31371,7
31372,7
31373,3
31374,2
31375,8
31376,8
31377,8
31378,6
31379,9
31380,5
31381,1
31382,0
31383,2
31384,5
31385,0
31386,1
31387,0
31388,5
31389,4
31390,0
31391,7
31392,2
31393,5
31394,5
31395,5
31396,0
31397,3
31398,0
31399,9
31400,3
31401,3
31402,7
31403,5
31404,8
31405,8
31406,3
31407,8
31408,3
31409,3
31410,1
31411,7
31412,8
31413,1
31414,9
31415,4
31416,1
31417,1
31418,2
31419,6
31420,3
31421,5
31422,4
31423,2
31424,9
31425,2
31426,2
31427,0
31428,0
31429,8
31430,5
31431,2
31432,1
31433,1
31434,2
31435,4
31436,8
31437,7
31438,8
31439,2
31440,0
31441,2
31442,3
31443,0
31444,3
31445,6
31446,7
31447,3
31448,8
31449,7
31450,0
31451,0
31452,4
31453,9
31454,7
31455,3
31456,0
31457,1
31458,7
31459,6
31460,0
31461,7
31462,6
31463,2
31464,5
31465,0
31466,9
31467,8
31468,1
31469,4
31470,1
31471,2
31472,3
31473,5
31474,5
31475,4
31476,0
31477,4
31478,8
31479,8
31480,4
31481,9
31482,0
31483,9
31484,1
31485,0
31486,3
31487,0
31488,6
31489,5
31490,5
31491,9
31492,5
31493,4
31494,1
31495,9
31496,2
31497,1
31498,7
31499,0
31500,5
31501,4
31502,9
31503,2
31504,3
31505,9
31506,2
31507,7
31508,9
31509,3
31510,7
31511,8
31512,0
31513,2
31514,1
31515,4
31516,8
31517,8
31518,9
31519,6
31520,8
31521,4
31522,2
31523,0
31524,3
31525,8
31526,7
31527,0
31528,4
31529,8
31530,1
31531,1
31532,5
31533,5
31534,6
31535,0
31536,1
31537,5
31538,8
31539,6
31540,0
31541,1
31542,2
31543,9
31544,5
31545,5
31546,0
31547,0
31548,7
31549,5
31550,9
31551,8
31552,7
31553,2
31554,6
31555,3
31556,8
31557,4
31558,3
31559,7
31560,4
31561,3
31562,8
31563,9
31564,0
31565,2
31566,3
31567,2
31568,4
31569,1
31570,7
31571,3
31572,9
31573,7
31574,2
31575,0
31576,1
31577,4
31578,0
31579,0
31580,4
31581,2
31582,7
31583,2
31584,1
31585,1
31586,8
31587,9
31588,9
31589,6
31590,1
31591,4
31592,2
31593,1
31594,2
31595,0
31596,3
31597,1
31598,9
31599,5
31600,9
31601,6
31602,2
31603,8
31604,3
31605,8
31606,5
31607,1
31608,2
31609,9
31610,9
31611,9
31612,8
31613,6
31614,0
31615,5
31616,2
31617,3
31618,7
31619,5
31620,7
31621,4
31622,7
31623,2
31624,4
31625,8
31626,6
31627,8
31628,2
31629,5
31630,3
31631,7
31632,7
31633,0
31634,1
31635,3
31636,5
31637,1
31638,3
31639,1
31640,8
31641,5
31642,1
31643,3
31644,2
31645,7
31646,6
31647,2
31648,7
31649,8
31650,7
31651,3
31652,8
31653,6
31654,4
31655,9
31656,9
31657,6
31658,9
31659,6
31660,3
31661,0
31662,6
31663,5
31664,3
31665,5
31666,7
31667,4
31668,2
31669,0
31670,4
31671,6
31672,0
31673,1
31674,6
31675,5
31676,1
31677,8
31678,6
31679,1
31680,2
31681,8
31682,9
31683,7
31684,2
31685,2
31686,4
31687,8
31688,2
31689,8
31690,9
31691,1
31692,6
31693,1
31694,2
31695,3
31696,0
31697,4
31698,8
31699,2
31700,9
31701,1
31702,3
31703,5
31704,1
31705,2
31706,6
31707,4
31708,9
31709,4
31710,6
31711,1
31712,6
31713,8
31714,1
31715,1
31716,8
31717,1
31718,9
31719,9
31720,5
31721,5
31722,1
31723,8
31724,9
31725,7
31726,3
31727,8
31728,1
31729,7
31730,4
31731,6
31732,3
31733,9
31734,7
31735,4
31736,1
31737,2
31738,6
31739,1
31740,0
31741,8
31742,2
31743,5
31744,8
31745,9
31746,0
31747,4
31748,5
31749,6
31750,1
31751,0
31752,3
31753,1
31754,2
31755,9
31756,8
31757,0
31758,5
31759,8
31760,4
31761,3
31762,0
31763,8
31764,7
31765,0
31766,3
31767,5
31768,7
31769,6
31770,0
31771,3
31772,5
31773,8
31774,2
31775,7
31776,0
31777,5
31778,5
31779,1
31780,3
31781,9
31782,5
31783,0
31784,8
31785,1
31786,1
31787,3
31788,7
31789,2
31790,7
31791,6
31792,0
31793,4
31794,4
31795,3
31796,1
31797,3
31798,5
31799,2
31800,6
31801,1
31802,2
31803,5
31804,8
31805,2
31806,1
31807,9
31808,2
31809,4
31810,1
31811,3
31812,1
31813,0
31814,0
31815,9
31816,2
31817,0
31818,1
31819,2
31820,7
31821,2
31822,2
31823,6
31824,2
31825,7
31826,7
31827,8
31828,2
31829,8
31830,2
31831,9
31832,2
31833,6
31834,2
31835,3
31836,9
31837,7
31838,7
31839,8
31840,3
31841,2
31842,0
31843,7
31844,4
31845,0
31846,1
31847,8
31848,3
31849,2
31850,6
31851,2
31852,6
31853,3
31854,6
31855,2
31856,0
31857,7
31858,3
31859,7
31860,1
31861,8
31862,9
31863,1
31864,6
31865,4
31866,6
31867,1
31868,9
31869,2
31870,9
31871,1
31872,6
31873,6
31874,6
31875,4
31876,0
31877,3
31878,6
31879,5
31880,8
31881,9
31882,5
31883,4
31884,2
31885,4
31886,4
31887,8
31888,1
31889,9
31890,3
31891,3
31892,2
31893,3
31894,5
31895,1
31896,2
31897,1
31898,5
31899,2
31900,6
31901,9
31902,7
31903,9
31904,8
31905,0
31906,5
31907,8
31908,4
31909,3
31910,6
31911,7
31912,4
31913,6
31914,8
31915,9
31916,8
31917,4
31918,0
31919,0
31920,6
31921,6
31922,7
31923,6
31924,3
31925,1
31926,0
31927,6
31928,8
31929,2
31930,6
31931,2
31932,0
31933,4
31934,3
31935,1
31936,5
31937,2
31938,8
31939,0
31940,6
31941,8
31942,0
31943,8
31944,6
31945,0
31946,3
31947,3
31948,0
31949,1
31950,3
31951,4
31952,1
31953,2
31954,5
31955,1
31956,4
31957,0
31958,2
31959,3
31960,6
31961,9
31962,9
31963,5
31964,7
31965,0
31966,0
31967,9
31968,9
31969,7
31970,3
31971,1
31972,5
31973,1
31974,2
31975,3
31976,3
31977,1
31978,9
31979,3
31980,2
31981,7
31982,9
31983,7
31984,9
31985,3
31986,5
31987,1
31988,7
31989,0
31990,1
31991,6
31992,5
31993,3
31994,4
31995,4
31996,4
31997,6
31998,6
31999,7
32000,9
32001,7
32002,6
32003,1
32004,3
32005,1
32006,5
32007,3
32008,2
32009,5
32010,7
32011,2
32012,3
32013,9
32014,5
32015,6
32016,1
32017,8
32018,0
32019,3
32020,2
32021,0
32022,1
32023,0
32024,9
32025,6
32026,1
32027,2
32028,6
32029,6
32030,8
32031,3
32032,8
32033,8
32034,9
32035,7
32036,2
32037,7
32038,2
32039,7
32040,8
32041,7
32042,3
32043,3
32044,0
32045,9
32046,1
32047,3
32048,7
32049,4
32050,4
32051,5
32052,0
32053,3
32054,7
32055,8
32056,3
32057,1
32058,3
32059,4
32060,2
32061,5
32062,9
32063,2
32064,7
32065,0
32066,9
32067,0
32068,0
32069,5
32070,6
32071,1
32072,6
32073,6
32074,2
32075,4
32076,2
32077,3
32078,4
32079,0
32080,6
32081,3
32082,7
32083,7
32084,6
32085,5
32086,3
32087,6
32088,2
32089,5
32090,1
32091,9
32092,1
32093,7
32094,3
32095,5
32096,1
32097,1
32098,0
32099,0
32100,0
32101,2
32102,5
32103,3
32104,1
32105,6
32106,0
32107,9
32108,9
32109,5
32110,7
32111,9
32112,2
32113,8
32114,8
32115,4
32116,1
32117,5
32118,9
32119,8
32120,6
32121,4
32122,0
32123,5
32124,1
32125,0
32126,2
32127,1
32128,1
32129,4
32130,0
32131,9
32132,4
32133,3
32134,8
32135,5
32136,1
32137,8
32138,3
32139,4
32140,8
32141,8
32142,1
32143,9
32144,2
32145,8
32146,5
32147,6
32148,3
32149,0
32150,6
32151,1
32152,0
32153,9
32154,5
32155,5
32156,6
32157,9
32158,0
32159,7
32160,7
32161,9
32162,6
32163,6
32164,9
32165,3
32166,9
32167,8
32168,8
32169,1
32170,9
32171,3
32172,0
32173,2
32174,9
32175,6
32176,3
32177,4
32178,5
32179,7
32180,9
32181,1
32182,7
32183,2
32184,7
32185,2
32186,7
32187,9
32188,5
32189,2
32190,7
32191,1
32192,9
32193,1
32194,2
32195,7
32196,5
32197,8
32198,5
32199,5
32200,9
32201,8
32202,6
32203,8
32204,1
32205,4
32206,5
32207,0
32208,5
32209,4
32210,8
32211,4
32212,0
32213,3
32214,4
32215,8
32216,6
32217,3
32218,0
32219,0
32220,8
32221,0
32222,5
32223,1
32224,0
32225,5
32226,3
32227,8
32228,4
32229,4
32230,3
32231,3
32232,4
32233,8
32234,1
32235,3
32236,8
32237,9
32238,6
32239,0
32240,6
32241,9
32242,3
32243,0
32244,0
32245,6
32246,5
32247,4
32248,0
32249,3
32250,5
32251,7
32252,3
32253,2
32254,6
32255,6
32256,2
32257,7
32258,0
32259,3
32260,0
32261,1
32262,8
32263,3
32264,5
32265,0
32266,2
32267,5
32268,4
32269,5
32270,1
32271,4
32272,1
32273,2
32274,4
32275,4
32276,0
32277,9
32278,8
32279,2
32280,4
32281,7
32282,6
32283,8
32284,1
32285,3
32286,5
32287,0
32288,6
32289,7
32290,4
32291,1
32292,0
32293,0
32294,3
32295,6
32296,3
32297,0
32298,9
32299,4
32300,7
32301,0
32302,7
32303,7
32304,4
32305,3
32306,4
32307,8
32308,4
32309,2
32310,5
32311,6
32312,1
32313,4
32314,7
32315,0
32316,2
32317,4
32318,1
32319,6
32320,7
32321,6
32322,7
32323,1
32324,9
32325,5
32326,6
32327,2
32328,3
32329,9
32330,0
32331,0
32332,2
32333,1
32334,7
32335,1
32336,0
32337,0
32338,1
32339,1
32340,8
32341,7
32342,5
32343,1
32344,8
32345,9
32346,5
32347,3
32348,8
32349,9
32350,3
32351,1
32352,9
32353,0
32354,2
32355,1
32356,8
32357,5
32358,0
32359,7
32360,8
32361,9
32362,1
32363,8
32364,3
32365,7
32366,1
32367,2
32368,7
32369,0
32370,3
32371,1
32372,1
32373,0
32374,6
32375,2
32376,4
32377,7
32378,2
32379,2
32380,8
32381,1
32382,3
32383,1
32384,0
32385,7
32386,0
32387,8
32388,5
32389,9
32390,9
32391,3
32392,8
32393,8
32394,0
32395,1
32396,2
32397,9
32398,4
32399,7
32400,0
32401,0
32402,6
32403,5
32404,6
32405,1
32406,1
32407,0
32408,5
32409,5
32410,8
32411,2
32412,9
32413,3
32414,2
32415,8
32416,2
32417,8
32418,7
32419,9
32420,3
32421,7
32422,8
32423,9
32424,6
32425,9
32426,9
32427,8
32428,9
32429,0
32430,1
32431,6
32432,2
32433,2
32434,1
32435,9
32436,8
32437,5
32438,2
32439,7
32440,1
32441,1
32442,2
32443,4
32444,8
32445,5
32446,7
32447,4
32448,8
32449,0
32450,1
32451,7
32452,1
32453,3
32454,4
32455,2
32456,3
32457,7
32458,9
32459,7
32460,4
32461,1
32462,8
32463,1
32464,3
32465,6
32466,4
32467,3
32468,3
32469,3
32470,4
32471,4
32472,7
32473,6
32474,2
32475,4
32476,0
32477,1
32478,9
32479,5
32480,9
32481,6
32482,1
32483,0
32484,2
32485,4
32486,7
32487,3
32488,0
32489,9
32490,9
32491,4
32492,1
32493,4
32494,1
32495,9
32496,9
32497,1
32498,4
32499,8
32500,3
32501,7
32502,7
32503,9
32504,3
32505,5
32506,9
32507,1
32508,3
32509,3
32510,0
32511,1
32512,2
32513,3
32514,8
32515,5
32516,9
32517,1
32518,2
32519,6
32520,8
32521,0
32522,0
32523,5
32524,3
32525,2
32526,2
32527,3
32528,4
32529,6
32530,7
32531,7
32532,8
32533,5
32534,0
32535,8
32536,7
32537,6
32538,1
32539,4
32540,6
32541,1
32542,9
32543,0
32544,5
32545,7
32546,8
32547,1
32548,8
32549,0
32550,7
32551,7
32552,6
32553,5
32554,5
32555,0
32556,3
32557,4
32558,9
32559,0
32560,2
32561,3
32562,1
32563,1
32564,3
32565,4
32566,3
32567,7
32568,9
32569,0
32570,6
32571,2
32572,2
32573,2
32574,8
32575,2
32576,2
32577,3
32578,4
32579,0
32580,6
32581,3
32582,8
32583,2
32584,9
32585,8
32586,6
32587,9
32588,2
32589,1
32590,9
32591,8
32592,6
32593,3
32594,3
32595,0
32596,0
32597,2
32598,1
32599,1
32600,0
32601,9
32602,3
32603,2
32604,7
32605,4
32606,9
32607,8
32608,1
32609,3
32610,1
32611,4
32612,5
32613,4
32614,6
32615,4
32616,1
32617,9
32618,1
32619,6
32620,6
32621,7
32622,1
32623,4
32624,9
32625,9
32626,0
32627,1
32628,9
32629,2
32630,3
32631,1
32632,0
32633,4
32634,7
32635,9
32636,8
32637,1
32638,7
32639,8
32640,6
32641,4
32642,6
32643,3
32644,9
32645,3
32646,0
32647,7
32648,8
32649,8
32650,9
32651,8
32652,6
32653,5
32654,6
32655,0
32656,0
32657,5
32658,7
32659,0
32660,2
32661,1
32662,1
32663,0
32664,3
32665,0
32666,5
32667,5
32668,1
32669,5
32670,9
32671,1
32672,8
32673,5
32674,5
32675,7
32676,5
32677,8
32678,9
32679,3
32680,7
32681,7
32682,2
32683,6
32684,4
32685,4
32686,2
32687,6
32688,2
32689,2
32690,1
32691,1
32692,1
32693,8
32694,9
32695,1
32696,9
32697,5
32698,6
32699,3
32700,3
32701,1
32702,8
32703,1
32704,0
32705,3
32706,3
32707,6
32708,7
32709,6
32710,8
32711,0
32712,4
32713,9
32714,4
32715,7
32716,8
32717,7
32718,7
32719,0
32720,8
32721,1
32722,5
32723,0
32724,1
32725,0
32726,1
32727,0
32728,0
32729,0
32730,8
32731,4
32732,6
32733,0
32734,4
32735,4
32736,1
32737,3
32738,8
32739,1
32740,9
32741,0
32742,5
32743,8
32744,7
32745,5
32746,6
32747,4
32748,1
32749,0
32750,9
32751,5
32752,0
32753,6
32754,2
32755,8
32756,8
32757,0
32758,3
32759,4
32760,0
32761,6
32762,8
32763,1
32764,0
32765,9
32766,0
32767,2
32768,4
32769,7
32770,0
32771,4
32772,5
32773,3
32774,8
32775,5
32776,2
32777,6
32778,6
32779,3
32780,3
32781,1
32782,3
32783,0
32784,0
32785,2
32786,4
32787,7
32788,0
32789,1
32790,4
32791,9
32792,1
32793,9
32794,3
32795,2
32796,7
32797,9
